"cellid","y.1","y.2","y.3","g2.1","g2.2","g2.3","x.loc","y.loc"
123,1,1,1,-0.232584332115948,0.152983860578388,0.6987632997334,67.5,4.5
130,0,0,0,0.280361638404429,0.7470469516702,0.562071890570223,88.5,4.5
131,0,1,1,0.0579092875123024,0.962861313484609,-0.317106020636857,91.5,4.5
136,1,0,1,0.837809980846941,0.0872053243219852,0.887345172930509,106.5,4.5
139,0,0,0,-0.608846666291356,-0.284888808615506,0.646652236115187,115.5,4.5
149,0,0,0,-0.561122965067625,0.0138921849429607,-0.462612962350249,145.5,4.5
151,1,0,1,0.128884741570801,-0.096331796143204,0.375913774129003,151.5,4.5
155,0,1,0,0.914061947260052,-0.812138282693923,-0.968359219375998,163.5,4.5
158,1,0,1,0.236101426649839,-0.218653277494013,0.221170643810183,172.5,4.5
159,1,1,1,-0.63630037009716,-0.0661201644688845,0.823137445375323,175.5,4.5
164,1,1,0,-0.536821916699409,-0.666642270982265,-0.922799232881516,190.5,4.5
168,0,0,0,-0.536181068513542,0.324737648945302,-0.0646048234775662,202.5,4.5
169,0,0,0,0.885796756949276,-0.534997900947928,-0.122200714424253,205.5,4.5
172,1,0,1,-0.0968582215718925,0.788970701396465,-0.701313445810229,214.5,4.5
176,1,1,1,-0.20750461705029,-0.279641282279044,-0.468471081461757,226.5,4.5
188,0,0,0,0.646926667541265,-0.303856839425862,-0.116524151526392,262.5,4.5
190,1,1,1,-0.36512268986553,-0.275842669885606,-0.970499880611897,268.5,4.5
191,1,1,1,-0.0447743711993098,0.0698026968166232,-0.471472530160099,271.5,4.5
194,1,0,1,0.372832884546369,-0.156859474256635,0.198043917305768,280.5,4.5
195,0,0,0,-0.636281232349575,0.0107923438772559,0.766898647416383,283.5,4.5
204,1,0,0,-0.993258533999324,-0.909562199842185,-0.463523086626083,10.5,7.5
205,1,0,1,-0.46570052485913,0.0964995585381985,-0.997441283427179,13.5,7.5
207,0,0,0,0.535027210600674,-0.326457386370748,-0.738711132667959,19.5,7.5
210,0,1,0,0.967084079049528,-0.502450274769217,0.0960934078320861,28.5,7.5
213,0,0,1,-0.0906969490461051,0.601109154056758,-0.538507394492626,37.5,7.5
217,0,0,0,-0.442356502171606,-0.948428781237453,0.650462283752859,49.5,7.5
220,1,1,1,0.312885251361877,0.950898030307144,0.382417269982398,58.5,7.5
230,1,1,0,-0.236187435686588,-0.433926654513925,-0.568307159468532,88.5,7.5
231,0,0,0,0.448518960736692,-0.315502350218594,0.33995975414291,91.5,7.5
232,1,1,1,0.14601499773562,-0.754287118557841,0.36275900201872,94.5,7.5
235,0,1,1,-0.845420213416219,0.636967120692134,0.492586216423661,103.5,7.5
245,0,0,0,-0.0998644195497036,-0.809229822363704,0.92471948871389,133.5,7.5
250,0,0,0,0.551764962729067,0.032426355406642,0.0744603867642581,148.5,7.5
258,1,0,1,-0.742929650004953,-0.975333689246327,-0.558230639901012,172.5,7.5
260,0,1,1,-0.946223023813218,-0.717894231434911,-0.200672377832234,178.5,7.5
262,1,1,1,-0.908881684299558,0.622072839178145,-0.0685044601559639,184.5,7.5
266,1,1,1,0.878341484814882,0.356255842372775,0.771565239410847,196.5,7.5
270,1,1,1,-0.287050346843898,-0.658989275339991,0.75074095884338,208.5,7.5
271,1,1,0,-0.224942497443408,-0.407737924251705,0.586278864648193,211.5,7.5
272,1,1,1,0.580338208470494,0.414249298162758,0.999074873514473,214.5,7.5
280,1,1,0,-0.00243154913187027,0.690802697092295,-0.616365565452725,238.5,7.5
281,1,0,1,-0.891810204368085,-0.554804656188935,-0.243379125371575,241.5,7.5
290,1,1,1,0.195296133868396,-0.992011442780495,-0.890768192708492,268.5,7.5
305,0,0,0,-0.837336969096214,-0.584579178132117,-0.305526174604893,13.5,10.5
306,0,0,0,0.618180609773844,-0.433832956478,-0.212628832086921,16.5,10.5
307,1,0,0,0.263518569525331,0.303772157989442,0.261034107767045,19.5,10.5
310,0,0,0,0.83501561684534,-0.704803976230323,-0.267333269584924,28.5,10.5
318,0,0,1,0.816914205439389,-0.851048896554857,0.176759264897555,52.5,10.5
321,0,0,0,-0.982392963953316,-0.877857413608581,0.0771595765836537,61.5,10.5
323,0,0,0,-0.788037714548409,0.699086171574891,-0.362277009524405,67.5,10.5
330,0,0,0,0.86700383387506,-0.842825285159051,-0.573401014786214,88.5,10.5
331,0,0,0,0.408967230003327,-0.638473754748702,-0.49048347119242,91.5,10.5
334,1,0,1,-0.943907673005015,-0.276746390853077,0.942476503085345,100.5,10.5
335,0,0,0,-0.312104939483106,-0.0136831016279757,-0.250786116812378,103.5,10.5
338,1,1,0,0.629154465626925,0.297944452613592,0.184045439120382,112.5,10.5
344,0,0,0,-0.318341507110745,0.110037576872855,-0.893875712528825,130.5,10.5
347,0,0,0,0.769417484756559,-0.0285305534489453,-0.744741717819124,139.5,10.5
351,0,0,0,0.159164605196565,-0.094450609292835,0.560352417174727,151.5,10.5
352,1,1,0,-0.804929321631789,-0.615876589901745,0.156228527892381,154.5,10.5
362,1,1,1,0.81803040811792,0.375818075146526,0.986427437979728,184.5,10.5
370,1,0,1,-0.995389045681804,0.743960131425411,0.482465760782361,208.5,10.5
371,0,1,1,0.120446478947997,0.0521662198007107,0.933680807240307,211.5,10.5
386,1,1,1,0.982465328183025,0.957462233491242,0.334572901017964,256.5,10.5
390,1,1,0,-0.544268782716244,0.374783446546644,-0.708830927498639,268.5,10.5
396,1,1,1,0.556201653089374,0.964552523568273,0.882389998994768,286.5,10.5
404,0,0,0,0.407442812807858,-0.495216732379049,-0.478135557379574,10.5,13.5
407,0,0,0,0.444413946010172,0.539719581604004,0.838545126840472,19.5,13.5
408,0,0,0,-0.314814345911145,0.500346089713275,-0.655164623167366,22.5,13.5
412,0,1,0,-0.247652010060847,0.853358339518309,0.786481447983533,34.5,13.5
414,0,0,0,-0.660074891056865,0.0831684814766049,0.284468993078917,40.5,13.5
417,0,0,0,-0.949470264371485,-0.839504364412278,-0.95190302003175,49.5,13.5
420,0,0,1,-0.733786206226796,0.349185455124825,-0.23241036105901,58.5,13.5
424,1,1,0,0.993982308544219,-0.914507461711764,-0.983299815095961,70.5,13.5
426,0,0,0,-0.773113546893001,-0.755032666493207,-0.323192102834582,76.5,13.5
429,0,0,0,-0.389189061708748,0.393356718122959,-0.973448550328612,85.5,13.5
434,0,0,0,-0.491910009179264,-0.848920809105039,0.258741468656808,100.5,13.5
438,0,1,0,-0.867283413652331,0.332254270091653,0.109437695704401,112.5,13.5
439,0,0,0,0.243942770641297,0.783361172769219,0.564142094925046,115.5,13.5
443,1,1,1,-0.0265471069142222,0.388963724020869,0.738736481871456,127.5,13.5
456,0,1,0,-0.470452826935798,-0.491510001011193,0.94104930665344,166.5,13.5
463,1,1,1,0.28350777970627,0.460955163929611,-0.658088956493884,187.5,13.5
465,1,1,1,0.972145597916096,-0.0961233708076179,0.915328615810722,193.5,13.5
470,0,0,0,-0.0316739780828357,-0.146451708860695,-0.923131906893104,208.5,13.5
476,1,0,1,-0.837145588360727,-0.118761470075697,-0.0877937385812402,226.5,13.5
480,1,1,1,0.67338097654283,0.315744761377573,-0.528790316078812,238.5,13.5
481,0,1,1,-0.915247943252325,0.3204032080248,-0.217980688903481,241.5,13.5
492,0,0,1,-0.906982132233679,-0.198919901158661,-0.796805185265839,274.5,13.5
496,1,0,1,-0.225563416257501,0.352910498622805,0.0902840788476169,286.5,13.5
497,1,1,0,0.982026430312544,0.417096129152924,-0.207527794409543,289.5,13.5
506,0,1,1,-0.289405569434166,0.381421570666134,-0.0606697062030435,16.5,16.5
507,1,0,0,0.707930237986147,-0.423589290119708,-0.129226705990732,19.5,16.5
513,0,0,0,0.6461869222112,-0.732599530834705,0.111277255695313,37.5,16.5
515,0,0,0,0.895384523551911,-0.0578718744218349,0.605916563421488,43.5,16.5
527,0,0,0,-0.995102712884545,-0.465473718009889,0.278294874355197,79.5,16.5
535,0,0,0,-0.129101633094251,-0.553409934509546,-0.660765351727605,103.5,16.5
538,1,1,0,0.910497004631907,-0.346135979983956,0.0240319706499577,112.5,16.5
542,0,0,0,0.409952354151756,-0.6283736564219,-0.277825145982206,124.5,16.5
552,0,0,0,0.898450712673366,0.50254941591993,0.697182569187135,154.5,16.5
553,0,0,0,0.262040242552757,0.580101560801268,0.521926342509687,157.5,16.5
555,1,1,1,-0.110910821240395,-0.159388130996376,-0.145935408771038,163.5,16.5
558,0,1,0,-0.306561112869531,0.208968971855938,-0.159339501988143,172.5,16.5
569,1,1,0,-0.199257395695895,-0.91338626621291,0.252383796963841,205.5,16.5
592,1,1,1,-0.660364449955523,0.283518215641379,0.379186405334622,274.5,16.5
593,1,1,0,0.824823663569987,-0.0462437430396676,0.074625386390835,277.5,16.5
604,1,0,0,-0.46209055185318,-0.391327790915966,0.537379120476544,10.5,19.5
607,0,0,1,0.297669954132289,0.982392173726112,0.687387832906097,19.5,19.5
628,0,0,0,0.3575658085756,0.0243238327093422,0.321024827193469,82.5,19.5
656,0,0,0,-0.139347567223012,-0.768337569665164,-0.605692906305194,166.5,19.5
659,1,1,1,0.572181339841336,-0.752065969165415,0.993994601536542,175.5,19.5
660,1,1,1,-0.402343486901373,0.472273208200932,0.684135538060218,178.5,19.5
675,0,0,0,-0.948941982816905,-0.315429999493062,0.595661434344947,223.5,19.5
688,1,1,1,-0.174818041734397,0.158219255041331,-0.292964818887413,262.5,19.5
689,1,0,0,-0.607777309603989,-0.15666198823601,0.537441798020154,265.5,19.5
690,0,1,1,-0.536740279290825,-0.426532025448978,0.970958687365055,268.5,19.5
694,1,1,1,-0.00732105504721403,-0.874575386755168,-0.317802172619849,280.5,19.5
715,0,0,0,-0.105628415942192,-0.243821612093598,0.616389819886535,43.5,22.5
720,0,0,0,-0.298887031618506,-0.0979260453023016,-0.597107800655067,58.5,22.5
722,0,0,0,0.50300940265879,-0.47559580206871,-0.938821888063103,64.5,22.5
730,0,0,0,0.562440919689834,0.225303934887052,-0.0958061362616718,88.5,22.5
731,0,0,0,0.138118526432663,-0.522413840517402,-0.330517628230155,91.5,22.5
732,0,0,0,0.526860181707889,0.111969333607703,-0.893278448376805,94.5,22.5
733,0,0,0,-0.313001554459333,-0.0329391271807253,0.409315274097025,97.5,22.5
735,1,1,1,0.349009572528303,0.721666526980698,-0.63791681593284,103.5,22.5
739,0,0,0,-0.234788291621953,0.805703117046505,-0.801754217129201,115.5,22.5
741,0,0,0,0.398066366557032,-0.848566664848477,-0.0869867615401745,121.5,22.5
746,0,0,0,0.321615754626691,-0.715676569845527,0.886666023172438,136.5,22.5
753,0,1,1,0.957401768770069,-0.109728751704097,-0.728719643782824,157.5,22.5
755,0,0,0,-0.732085757423192,-0.518762897700071,-0.758072181604803,163.5,22.5
764,1,1,1,-0.0464222095906734,0.03278539609164,-0.404395237099379,190.5,22.5
771,1,1,1,-0.944705592468381,-0.187293377704918,0.126963202375919,211.5,22.5
773,0,0,0,0.819123554043472,0.619970227126032,-0.291857595555484,217.5,22.5
779,1,1,1,-0.48950425023213,-0.0582220582291484,-0.663095909170806,235.5,22.5
780,1,1,0,0.201295407488942,-0.113244750536978,-0.540573352947831,238.5,22.5
781,1,1,1,-0.105996212456375,-0.897248454857618,-0.757962621282786,241.5,22.5
784,1,1,1,0.448133107274771,-0.168751370627433,-0.124853521585464,250.5,22.5
787,1,1,1,-0.0679051117040217,0.975024492945522,-0.255005339626223,259.5,22.5
794,1,0,1,0.943856043741107,-0.664313426241279,-0.0336609724909067,280.5,22.5
797,0,1,1,-0.83359538950026,0.0483778552152216,-0.500789516605437,289.5,22.5
798,1,1,0,0.167075193952769,0.40090109501034,0.0147136612795293,292.5,22.5
803,0,0,0,-0.433245709165931,0.82551056612283,0.0856244824826717,7.5,25.5
810,0,0,0,0.113798673264682,0.852255765348673,-0.0855282722041011,28.5,25.5
814,0,0,0,-0.0704488027840853,0.0575107391923666,-0.512389292474836,40.5,25.5
818,0,1,0,-0.789084650576115,0.736706214491278,0.887553985230625,52.5,25.5
820,0,0,0,0.691959142219275,0.108733605127782,-0.14751104824245,58.5,25.5
826,0,0,0,0.482249658089131,0.168192359618843,-0.134210130665451,76.5,25.5
832,0,0,0,0.104833501391113,0.748154147993773,0.688919446896762,94.5,25.5
836,0,0,0,-0.541958117391914,0.278884570579976,0.419359580148011,106.5,25.5
840,0,0,0,0.921890248078853,0.893072448670864,0.772169432137161,118.5,25.5
849,1,1,0,0.420208956580609,0.722563250921667,-0.956675073131919,145.5,25.5
858,1,1,1,0.357183232903481,0.836178068071604,0.93055585725233,172.5,25.5
861,1,1,1,-0.622899784240872,-0.380471129901707,-0.545393783599138,181.5,25.5
863,1,1,1,0.914193177595735,-0.108179780654609,0.535063767340034,187.5,25.5
866,1,1,1,-0.848587470594794,0.0712575642392039,-0.349817369133234,196.5,25.5
871,0,1,1,0.253640020731837,-0.21110071009025,0.668893263675272,211.5,25.5
872,1,0,0,0.804024219512939,-0.00592835480347276,0.912556418217719,214.5,25.5
874,1,1,1,0.0512639391236007,-0.464651489630342,0.492390032857656,220.5,25.5
882,1,1,0,-0.771003339905292,-0.253428687341511,-0.689123400952667,244.5,25.5
883,0,1,1,0.114848855882883,-0.022890395950526,0.135686156339943,247.5,25.5
886,1,1,1,-0.505507866386324,-0.906640850473195,-0.381812468636781,256.5,25.5
896,0,1,0,-0.229352132882923,0.636329084634781,-0.558758659288287,286.5,25.5
916,0,0,0,0.00178465060889721,-0.317793725989759,-0.609753602184355,46.5,28.5
925,0,0,0,0.0377390827052295,-0.84393971087411,0.635515096597373,73.5,28.5
937,0,0,0,-0.726915346458554,0.192614022176713,-0.344532983377576,109.5,28.5
941,1,0,1,-0.523826271295547,-0.788124700076878,-0.302641008980572,121.5,28.5
947,0,0,0,-0.609287619125098,0.433669547084719,0.36241364851594,139.5,28.5
951,0,0,0,-0.195749129634351,-0.767888288013637,0.582202702295035,151.5,28.5
954,0,0,0,0.540969376917928,-0.711172708775848,-0.916248983703554,160.5,28.5
956,0,0,0,-0.406183436978608,-0.791445188224316,0.504773670807481,166.5,28.5
964,0,1,1,-0.506657350808382,0.337481005582958,-0.494170342106372,190.5,28.5
977,1,0,1,-0.251300082542002,0.157135915476829,0.346927118953317,229.5,28.5
978,0,0,1,0.0717776073142886,-0.455280160531402,-0.431359864305705,232.5,28.5
979,1,0,1,0.539994832593948,-0.0734877027571201,-0.856252308934927,235.5,28.5
980,1,1,1,0.0805541113950312,-0.885575946420431,-0.672532096505165,238.5,28.5
986,1,0,1,0.487212025560439,-0.512014547362924,-0.18847273522988,256.5,28.5
992,1,1,1,0.237843675073236,-0.301384615246207,0.243865934200585,274.5,28.5
993,1,0,1,-0.11271180678159,-0.726280333008617,0.016085569281131,277.5,28.5
994,1,1,1,0.339971724431962,0.576289246790111,0.375976354349405,280.5,28.5
999,1,0,0,-0.377779016736895,0.709987136535347,-0.168006849009544,295.5,28.5
1001,0,0,0,0.833879431243986,0.843232850544155,-0.119712205138057,1.5,31.5
1010,0,0,0,-0.75673198653385,-0.88868832308799,-0.332419216167182,28.5,31.5
1013,0,0,0,0.450452119112015,0.186223018914461,-0.894760570954531,37.5,31.5
1033,0,0,0,0.0177141465246677,0.0366561408154666,0.868952813092619,97.5,31.5
1036,0,0,0,-0.552211799658835,0.8839779230766,-0.00340854655951262,106.5,31.5
1040,0,0,0,0.431102274451405,0.0695782746188343,0.440329485107213,118.5,31.5
1044,1,1,1,-0.230693878605962,0.017790631391108,0.985700230579823,130.5,31.5
1050,0,0,0,-0.229534399230033,-0.663191264960915,0.870130809023976,148.5,31.5
1058,0,0,0,-0.611185596324503,-0.771789232268929,-0.0371610280126333,172.5,31.5
1061,1,0,1,0.0603390317410231,-0.269877817016095,-0.0530277048237622,181.5,31.5
1062,0,0,0,0.0145132192410529,0.349670570809394,0.638436332345009,184.5,31.5
1068,1,0,0,-0.692043848801404,-0.0743908383883536,0.748144552577287,202.5,31.5
1074,1,1,1,-0.252562473528087,0.762700437568128,-0.344258363824338,220.5,31.5
1075,0,0,0,0.471174198202789,0.449968386441469,-0.971306886058301,223.5,31.5
1076,1,1,1,-0.514393407385796,-0.383322470355779,0.920721885748208,226.5,31.5
1077,0,1,0,0.410200856160372,-0.941015813034028,-0.569516559131444,229.5,31.5
1078,1,1,1,-0.460456663742661,0.543769468553364,-0.693171821068972,232.5,31.5
1097,0,1,1,-0.228954378515482,-0.721106676384807,-0.261967936996371,289.5,31.5
1103,0,0,0,-0.384958226233721,0.853703107219189,0.367061363067478,7.5,34.5
1110,0,0,0,-0.418754579499364,0.796665089204907,-0.943251020740718,28.5,34.5
1116,0,0,0,0.646625044755638,0.493624981958419,0.754386235028505,46.5,34.5
1121,0,0,0,-0.874121583066881,0.666690655052662,0.420696215238422,61.5,34.5
1129,0,0,0,-0.665923859458417,-0.599930882453918,0.733025673776865,85.5,34.5
1131,0,0,0,0.054551225155592,0.703250951133668,0.811661256477237,91.5,34.5
1133,0,0,0,0.696671181824058,0.973989237099886,0.371545989532024,97.5,34.5
1134,0,0,0,-0.148340973537415,0.156584969721735,-0.349916870705783,100.5,34.5
1142,0,0,0,0.548980163410306,0.425592591054738,-0.304201221093535,124.5,34.5
1145,0,0,0,-0.442738976329565,0.976185414474458,-0.815428281668574,133.5,34.5
1147,0,0,0,-0.54721842892468,-0.640036086086184,0.929786153603345,139.5,34.5
1150,0,0,0,0.659552055411041,-0.413510850165039,-0.763022027909756,148.5,34.5
1154,0,0,0,-0.603125466965139,-0.470047386363149,0.696778839454055,160.5,34.5
1159,0,0,0,0.820796660147607,-0.316364875994623,-0.73771192599088,175.5,34.5
1160,0,0,0,-0.206932820845395,0.460708272643387,-0.507924178615212,178.5,34.5
1162,1,1,0,-0.412736211903393,0.513787557370961,0.461372395977378,184.5,34.5
1164,0,0,0,-0.920089222956449,0.577153252903372,0.660356838256121,190.5,34.5
1173,0,0,1,-0.48069180874154,0.940915514249355,0.0681313169188797,217.5,34.5
1179,1,0,1,-0.910050324164331,-0.634459514170885,-0.144964084029198,235.5,34.5
1181,0,0,1,0.670935000292957,-0.510575879365206,-0.66042215609923,241.5,34.5
1189,0,0,0,-0.769064899068326,0.4606041056104,0.617735726293176,265.5,34.5
1190,1,0,1,0.165695863775909,0.0203525586985052,-0.141368615906686,268.5,34.5
1191,1,1,1,0.0931909186765552,-0.158926448319107,0.569914597086608,271.5,34.5
1196,1,1,0,-0.418846786487848,-0.602596902288496,-0.0703130550682545,286.5,34.5
1197,0,1,1,-0.129522975068539,0.310025923419744,-0.151513678021729,289.5,34.5
1202,0,0,0,0.0290523418225348,0.537563755642623,0.105633015744388,4.5,37.5
1212,0,0,0,0.336118638049811,0.211656075902283,0.797455092426389,34.5,37.5
1221,0,0,0,0.0488077374175191,0.902142584323883,0.652125813532621,61.5,37.5
1232,0,0,0,0.0866456553339958,-0.463490012101829,0.605757495388389,94.5,37.5
1238,0,0,0,-0.18237184965983,0.928804476745427,0.763868334703147,112.5,37.5
1242,0,0,0,0.707431136630476,-0.165440738666803,-0.436459764838219,124.5,37.5
1244,0,0,0,-0.750759462825954,-0.614900798071176,0.0446930560283363,130.5,37.5
1246,0,0,0,-0.668508111964911,0.177217279560864,0.153319376986474,136.5,37.5
1249,0,0,0,-0.830643487162888,-0.707492152694613,0.203066279180348,145.5,37.5
1263,0,0,0,-0.850412628613412,-0.968105043284595,0.866338948719203,187.5,37.5
1264,0,0,0,0.0467426255345345,0.419731151778251,0.510449304711074,190.5,37.5
1266,1,1,1,0.95977576635778,0.548257928807288,-0.604806671384722,196.5,37.5
1270,1,1,1,0.049975864123553,0.690602112095803,0.976991368923336,208.5,37.5
1272,1,1,1,-0.321432526223361,-0.623269013594836,-0.517798148095608,214.5,37.5
1274,1,1,0,0.991118370555341,-0.281233856920153,-0.616979707032442,220.5,37.5
1275,1,1,1,-0.769744803663343,-0.0519607346504927,0.116954356431961,223.5,37.5
1279,1,0,0,0.913918770849705,0.0486734178848565,-0.785409571602941,235.5,37.5
1281,0,0,0,0.0253973938524723,-0.1279561300762,-0.422423008829355,241.5,37.5
1287,0,0,0,-0.949108375702053,-0.942168298643082,-0.89592553069815,259.5,37.5
1293,1,1,1,0.537397775799036,0.643542087636888,0.345596731174737,277.5,37.5
1302,0,0,0,0.106621449813247,-0.0695425188168883,0.654103016015142,4.5,40.5
1307,0,0,0,0.0719604417681694,-0.835922813042998,-0.936810045037419,19.5,40.5
1313,0,0,0,0.474497923627496,0.416847954969853,0.322913525626063,37.5,40.5
1317,0,0,0,0.326804682612419,0.287526046391577,0.822170054540038,49.5,40.5
1324,0,0,0,-0.992654205299914,-0.00940932799130678,-0.847013712394983,70.5,40.5
1332,0,0,0,-0.16836595069617,0.319044451229274,-0.861427487339824,94.5,40.5
1344,1,1,1,0.95255614630878,-0.213924353942275,-0.945738538168371,130.5,40.5
1345,0,0,0,-0.805625967681408,0.786734418477863,-0.148029608651996,133.5,40.5
1346,1,1,1,-0.994245069567114,-0.468867274466902,0.541944092605263,136.5,40.5
1350,0,0,0,0.868929604999721,0.0939534311182797,0.39762026630342,148.5,40.5
1353,0,0,0,-0.391572364605963,-0.374991936143488,0.110019555781037,157.5,40.5
1354,0,0,0,-0.945855267345905,0.484902917873114,-0.565767092164606,160.5,40.5
1355,0,0,0,-0.463942493777722,0.258182520978153,0.977586529683322,163.5,40.5
1364,1,1,1,-0.50663478532806,0.814539135433733,-0.934539967682213,190.5,40.5
1368,0,0,0,-0.606016197707504,0.921935936901718,0.422780054155737,202.5,40.5
1370,0,0,0,-0.256218168418854,0.706350962631404,-0.559221220668405,208.5,40.5
1379,1,0,1,0.25005143834278,-0.911066500004381,-0.790294608101249,235.5,40.5
1382,1,0,0,0.770746750291437,0.11769265960902,0.33173580467701,244.5,40.5
1385,1,1,1,-0.029667851049453,0.0352860502898693,0.832290210295469,253.5,40.5
1390,0,1,1,0.625910572241992,-0.499088182114065,0.533544432371855,268.5,40.5
1392,1,1,1,-0.388716543093324,-0.341212172526866,-0.450363988056779,274.5,40.5
1394,0,0,0,0.62169442512095,0.9136086050421,-0.71687407977879,280.5,40.5
1398,1,0,1,-0.270279314368963,-0.955298389308155,-0.317744453437626,292.5,40.5
1399,0,0,0,0.103236683178693,-0.0390671561472118,-0.464070208370686,295.5,40.5
1406,0,0,0,-0.17418474284932,0.187596497125924,-0.996814935468137,16.5,43.5
1410,0,0,0,-0.00249310117214918,-0.967856499832124,0.963245828635991,28.5,43.5
1412,0,0,0,-0.647686316631734,0.505751467775553,-0.986394965555519,34.5,43.5
1416,0,0,0,-0.745808701496571,0.637406720314175,0.383118157740682,46.5,43.5
1430,0,0,0,-0.322424123995006,0.559421659447253,-0.515142929274589,88.5,43.5
1431,0,0,0,0.574885352980345,0.197867704555392,-0.553174785804003,91.5,43.5
1434,0,0,0,-0.0589307001791894,0.582886227406561,-0.150490716099739,100.5,43.5
1435,0,0,0,-0.835111787542701,-0.139460341073573,-0.00308440253138542,103.5,43.5
1444,0,0,0,0.750904345884919,-0.735433902125806,-0.344018102623522,130.5,43.5
1454,0,0,0,0.959421001840383,-0.938466163352132,0.129565919283777,160.5,43.5
1462,1,1,1,-0.0389736844226718,0.956191599369049,0.559845004230738,184.5,43.5
1463,0,0,0,0.10673783859238,-0.121526715811342,0.350150289479643,187.5,43.5
1465,1,1,1,0.442655491642654,-0.882999574765563,0.608647700864822,193.5,43.5
1468,0,0,0,0.952622805256397,0.740282172337174,0.25582966580987,202.5,43.5
1469,0,0,0,-0.759647643193603,0.754630270879716,0.79041247908026,205.5,43.5
1471,1,1,1,-0.936197855509818,0.46885684877634,0.845331679563969,211.5,43.5
1476,1,0,0,0.210783284623176,-0.540976265445352,-0.891594366636127,226.5,43.5
1479,0,0,0,0.903711452614516,0.911496946122497,0.632642822805792,235.5,43.5
1496,1,1,0,0.185063096228987,0.986428936477751,0.34729889780283,286.5,43.5
1509,0,0,0,-0.485687884036452,0.778066582046449,-0.79577103164047,25.5,46.5
1511,0,0,0,0.566252005286515,0.940260803792626,-0.905205444432795,31.5,46.5
1514,0,0,0,-0.279879629611969,-0.555833877064288,0.792517904657871,40.5,46.5
1520,0,0,0,-0.489746966864914,-0.909810200799257,0.46723292209208,58.5,46.5
1521,0,0,0,-0.00673039862886071,-0.128780040889978,-0.000672487076371908,61.5,46.5
1524,0,0,0,-0.662012515589595,-0.828942501917481,-0.635914289858192,70.5,46.5
1532,0,0,0,0.16723211761564,-0.916650810744613,0.912256390322,94.5,46.5
1533,0,0,0,0.988515993114561,0.188713659532368,-0.495784213766456,97.5,46.5
1547,0,0,0,-0.410751594230533,-0.899409559555352,-0.709055767394602,139.5,46.5
1549,0,0,0,-0.656864630058408,0.985427455510944,0.0620164414867759,145.5,46.5
1553,0,0,0,0.673155966214836,0.178934539668262,-0.243062833324075,157.5,46.5
1559,0,0,0,-0.437522031366825,0.50207232311368,0.891342476475984,175.5,46.5
1561,0,0,0,-0.86909344047308,0.499569497536868,-0.483722102828324,181.5,46.5
1562,0,0,0,0.639738916419446,0.916310827247798,0.872698738705367,184.5,46.5
1565,0,0,0,0.840217397082597,-0.734794076997787,0.927661686670035,193.5,46.5
1567,0,0,0,-0.324083430692554,-0.404364088084549,0.308779005426913,199.5,46.5
