"cellid","y1","y2","y3","g1","g2","g3","time","x.loc","y.loc"
172,0,0,0,0.529532101470977,0.945085045415908,-0.860156245995313,1,214.5,4.5
172,0,0,0,-0.259394490160048,0.0898996656760573,0.59700762713328,2,214.5,4.5
172,0,0,0,-0.0572598716244102,0.295685886405408,-0.985000520478934,3,214.5,4.5
172,0,0,0,0.673171779606491,-0.121606869623065,0.535512551199645,4,214.5,4.5
172,0,0,0,0.275212136097252,-0.229801280423999,-0.337357249110937,5,214.5,4.5
176,0,0,0,-0.829672270920128,0.609455445315689,0.471264551859349,1,226.5,4.5
176,NA,0,0,-0.502396003808826,0.282707768026739,0.866614039521664,2,226.5,4.5
176,0,0,0,0.970838967710733,-0.515470269601792,-0.285001053474844,3,226.5,4.5
176,0,0,0,0.589862797874957,0.905847072601318,-0.636170860379934,4,226.5,4.5
176,0,0,0,0.74938986916095,0.439056988805532,0.226659830659628,5,226.5,4.5
188,0,NA,0,0.320226592943072,0.273610757198185,-0.591465271543711,1,262.5,4.5
188,0,0,0,0.901638796553016,-0.417523339856416,0.0153852151706815,2,262.5,4.5
188,0,0,0,0.986834887880832,-0.922094794921577,-0.0307775544933975,3,262.5,4.5
188,0,0,0,0.424936465453357,-0.939117765519768,0.272527324035764,4,262.5,4.5
188,0,NA,0,0.631633386481553,0.292908526025712,0.257735781371593,5,262.5,4.5
190,0,0,0,0.791602997109294,-0.682764310389757,-0.439532632939517,1,268.5,4.5
190,0,0,0,0.708902014885098,0.824166412465274,0.244176302105188,2,268.5,4.5
190,0,0,0,0.071652676910162,-0.888774917460978,0.0810414059087634,3,268.5,4.5
190,0,0,0,0.725301274098456,-0.996402265038341,-0.116512863896787,4,268.5,4.5
190,1,1,0,-0.962051395792514,0.773208044935018,-0.0145902666263282,5,268.5,4.5
191,0,0,0,-0.875776066444814,0.963267351966351,0.277916265651584,1,271.5,4.5
191,0,0,0,-0.415640577673912,0.0994486631825566,0.809354584664106,2,271.5,4.5
191,0,0,NA,-0.944768441841006,-0.286839733831584,0.211538995616138,3,271.5,4.5
191,1,1,0,-0.734900225885212,-0.366872987244278,0.322770039085299,4,271.5,4.5
191,0,0,0,-0.0980437295511365,-0.0473625203594565,0.584437568672001,5,271.5,4.5
194,0,0,0,-0.0805036704987288,-0.395959668792784,0.557771579828113,1,280.5,4.5
194,0,0,0,0.116067328490317,-0.348158422857523,-0.189393532928079,2,280.5,4.5
194,0,0,0,-0.801541470456868,0.342615833505988,-0.937035541050136,3,280.5,4.5
194,0,0,0,-0.526694691274315,0.623319621663541,-0.813405609223992,4,280.5,4.5
194,1,0,1,-0.36256370972842,0.325864328537136,-0.558768290095031,5,280.5,4.5
195,0,0,0,-0.672889446374029,-0.854952191002667,0.365030502900481,1,283.5,4.5
195,0,0,0,0.920876354910433,0.851185345556587,0.466371956747025,2,283.5,4.5
195,1,1,0,0.452719389460981,-0.0282578505575657,0.70944118918851,3,283.5,4.5
195,1,1,1,0.0709671722725034,-0.837901407852769,0.0942495339550078,4,283.5,4.5
195,NA,0,0,0.0417980127967894,-0.909499515779316,-0.770137328654528,5,283.5,4.5
204,0,0,0,0.492796525824815,0.7927186479792,0.393004001583904,1,10.5,7.5
204,1,1,0,-0.00900399452075362,0.782786260358989,0.547858053818345,2,10.5,7.5
204,0,0,0,0.625173351727426,-0.593859316315502,-0.0752868638373911,3,10.5,7.5
204,NA,0,0,0.643502383027226,-0.17144942143932,-0.961667273659259,4,10.5,7.5
204,0,1,0,-0.850624365732074,-0.984919666778296,0.0355872740037739,5,10.5,7.5
205,0,0,0,0.0216431035660207,-0.737803462892771,-0.490203785710037,1,13.5,7.5
205,0,0,0,0.978331809863448,-0.591443753335625,0.163369309622794,2,13.5,7.5
205,1,0,NA,-0.803340560756624,-0.661227229516953,-0.88871789816767,3,13.5,7.5
205,0,0,0,0.150716204196215,-0.397007332649082,0.0608924776315689,4,13.5,7.5
205,0,1,0,-0.132867353037,-0.783887973520905,-0.180500701535493,5,13.5,7.5
207,0,0,0,0.635117025114596,0.568012421485037,-0.174294207710773,1,19.5,7.5
207,0,1,0,0.632696894928813,-0.181856737006456,0.528334353119135,2,19.5,7.5
207,0,0,0,-0.390894627664238,-0.938045988790691,-0.187172409147024,3,19.5,7.5
207,0,0,0,-0.598031325265765,0.460734975524247,0.131174109410495,4,19.5,7.5
207,0,0,0,0.955955089535564,-0.0659891939722002,-0.698707088828087,5,19.5,7.5
210,0,1,0,-0.408650945406407,0.206051345914602,-0.770605364348739,1,28.5,7.5
210,0,0,0,-0.464174163527787,-0.747733148280531,-0.552912377286702,2,28.5,7.5
210,1,1,0,-0.898496034555137,-0.607337549328804,0.764120289124548,3,28.5,7.5
210,1,1,1,-0.023956895340234,-0.864547224249691,-0.0361438146792352,4,28.5,7.5
210,1,NA,0,0.492515276186168,0.397586902603507,0.944341236259788,5,28.5,7.5
213,0,0,0,-0.741491454187781,0.473227707203478,0.179918870329857,1,37.5,7.5
213,0,0,0,0.100996797904372,-0.334995021112263,0.523451251909137,2,37.5,7.5
213,0,0,0,-0.418747789692134,0.223400466609746,0.61008358001709,3,37.5,7.5
213,NA,0,0,0.309671884868294,-0.258483494166285,-0.518463084474206,4,37.5,7.5
213,0,0,NA,0.717464187182486,0.197691797744483,-0.00189791573211551,5,37.5,7.5
217,0,0,0,-0.00165945431217551,0.0859460425563157,-0.570464672520757,1,49.5,7.5
217,0,0,0,-0.982376208528876,-0.182802666909993,0.384367962833494,2,49.5,7.5
217,0,0,NA,0.45029109204188,-0.314470456447452,-0.974587319884449,3,49.5,7.5
217,NA,0,0,-0.22018835414201,-0.0647952533327043,0.24948352901265,4,49.5,7.5
217,0,0,0,0.202210641931742,0.415248774923384,-0.637124938890338,5,49.5,7.5
220,0,0,0,0.833862446714193,0.499574731569737,-0.689398129936308,1,58.5,7.5
220,0,NA,0,-0.0657220729626715,-0.58002323564142,-0.607788453344256,2,58.5,7.5
220,0,0,0,-0.263513728044927,-0.275109620764852,-0.148091232869774,3,58.5,7.5
220,0,1,0,0.792243043892086,-0.38122206972912,0.451312270015478,4,58.5,7.5
220,0,1,0,0.769593008328229,0.482852048706263,-0.0424028877168894,5,58.5,7.5
230,0,0,0,-0.763335154857486,-0.467175880912691,-0.433128267060965,1,88.5,7.5
230,0,NA,0,-0.721967010293156,0.499939478002489,-0.976717930287123,2,88.5,7.5
230,0,0,0,0.11540018953383,-0.516816158778965,-0.00486148940399289,3,88.5,7.5
230,0,0,1,-0.505679939873517,0.498808637261391,-0.00148113304749131,4,88.5,7.5
230,0,0,0,0.74116963846609,0.21787143824622,0.492955347523093,5,88.5,7.5
231,0,0,0,0.188700880855322,0.842713704332709,-0.536084930412471,1,91.5,7.5
231,0,0,0,0.375417065806687,-0.621717949397862,-0.323725884780288,2,91.5,7.5
231,0,0,0,0.070608529727906,-0.587618255056441,0.412376762367785,3,91.5,7.5
231,0,0,0,-0.180078329984099,-0.263915273826569,0.78624903364107,4,91.5,7.5
231,NA,1,1,0.933375009801239,-0.32555515691638,-0.164505583234131,5,91.5,7.5
232,0,0,0,0.712274304125458,0.704870525281876,0.0304352045059204,1,94.5,7.5
232,0,0,0,-0.78208073368296,0.13021485414356,-0.876058699097484,2,94.5,7.5
232,0,0,0,-0.979627202264965,0.976677883882076,-0.355837136972696,3,94.5,7.5
232,NA,0,NA,0.965341185219586,-0.206623203121126,0.689119720365852,4,94.5,7.5
232,0,0,0,-0.5862200781703,0.431924823671579,0.990269234869629,5,94.5,7.5
235,NA,0,0,-0.825184457469732,-0.96725003933534,-0.19393607461825,1,103.5,7.5
235,0,NA,0,0.67626936500892,0.73255480453372,-0.315172185190022,2,103.5,7.5
235,0,0,0,-0.700187802314758,-0.652547338046134,-0.622972271870822,3,103.5,7.5
235,0,0,0,-0.536782022565603,0.364406652748585,-0.33265508338809,4,103.5,7.5
235,0,0,0,-0.0158403841778636,-0.440004434902221,-0.497991506475955,5,103.5,7.5
245,0,0,0,0.370517120230943,0.550631999969482,0.984264089725912,1,133.5,7.5
245,0,NA,0,-0.0380327482707798,0.0486788772977889,0.626127371098846,2,133.5,7.5
245,0,0,0,-0.766834035050124,-0.620817610993981,0.75034316116944,3,133.5,7.5
245,0,0,0,-0.515687951352447,-0.782361121848226,0.173485511913896,4,133.5,7.5
245,NA,0,0,-0.974333798512816,-0.912811034359038,0.336032627616078,5,133.5,7.5
250,0,0,0,-0.075965479016304,-0.620142916683108,-0.629259153734893,1,148.5,7.5
250,0,1,0,-0.594965516123921,-0.90232159011066,-0.549532999750227,2,148.5,7.5
250,1,1,0,0.420127784367651,-0.554565748199821,-0.447961454279721,3,148.5,7.5
250,0,0,0,0.0660475543700159,0.746292798314244,0.461776223964989,4,148.5,7.5
250,0,NA,0,0.132544489577413,0.807895767036825,0.770905003417283,5,148.5,7.5
258,0,0,0,0.984421167057008,0.429933312814683,0.18883654428646,1,172.5,7.5
258,0,1,0,-0.428030647803098,0.284543137066066,-0.0551002123393118,2,172.5,7.5
258,0,1,0,0.320075974799693,-0.599023680202663,-0.165022489614785,3,172.5,7.5
258,0,0,0,0.42244839342311,0.666741912253201,-0.804325736593455,4,172.5,7.5
258,NA,0,0,0.980686605907977,0.182998962234706,0.928563890978694,5,172.5,7.5
